Modulation_Type,Bandwidth,Symbol_Rate,PAPR,Mod_Index,Spectral_Entropy,Freq_Variance,Phase
AM,5.953963432772518,1.4181947291792285,1.1303531300432654,0.3628278991095171,3.5381222663194487,0.2702022637087371,5.65415939752538
BPSK,5.225332716412985,1.0087772119479295,1.1910664544129939,0.8018093696626937,2.056095485613196,0.5032191539035579,0.0
QPSK,16.345564677415247,3.2423726443881664,1.1207466358966802,1.9769655461266225,3.186931429441447,0.9452740247647046,0.0
QPSK,12.755667763091784,2.664345044123465,1.7008084180017402,1.7653162995253862,3.929403483849154,0.7048024090562095,0.0
QPSK,13.103071157916975,2.798252200889932,1.2422571575847674,1.2034879945553125,3.9545538424175,1.4185216027705179,270.0
FSK,8.38813021604848,2.3102971073568135,1.858521801998915,3.2577457939763512,3.4605711199663616,2.305655496827176,23.521731709630444
OFDM,36.52441013961863,9.024768936427122,7.575020566261626,1.6082113767664468,5.8891470021388574,1.6135549056346727,82.1992508526999
QAM,22.999293974730662,4.9486173297368605,2.6720802087707143,1.3547972896563887,4.799966036587137,0.3401742905817915,209.99060934631365
QPSK,11.517429129530525,3.195616026803028,1.6647392049108463,1.4193346804192883,3.70109758736427,0.910731543491012,180.0
8PSK,15.07353044554427,4.383440228269378,1.7936112147336694,1.0384008773263447,3.868250107395133,1.6790318407916673,90.0
FM,18.56835349723176,2.9337561982462086,2.0395797928654043,3.6084661587582083,4.434725506072734,1.8871266909970055,47.55507900569092
QAM,27.569276593414415,5.378242180991516,5.454564209668625,1.996809180681109,4.853716657590179,0.3778056158483183,10.949717090868472
QAM,28.77749404862625,4.407989207218774,5.305858437968732,1.5576886911854526,4.109220606426938,0.9802917109278393,184.54148787715198
AM,4.408220525967774,2.715715567034978,1.3049031243850635,0.35414111718936025,2.258142493861763,0.21914375935608452,7.800480870400435
8PSK,15.095433530672267,3.1506028671969393,1.4510229582183751,1.820544647745987,3.507142081768245,1.1567305928858402,0.0
8PSK,23.911400917935094,3.9207107462696538,1.8516056122054294,1.9837115832091516,3.550175350319974,0.7966945597875671,135.0
AM,3.845475009886416,1.3686027939001981,1.0393618798197295,0.21747736958896147,3.5489712062395817,0.15377337094782,4.677206159711509
FSK,9.283518005688462,1.5542133046724662,2.6752522538818635,2.021026449083307,3.642834841566226,2.3612958419245595,15.820998026429308
AM,5.9600628348510725,1.501746943432221,1.5096564508037607,0.927092325055203,3.5703797688456826,0.2949625212403231,9.453716496147779
FSK,14.30998619712584,1.601014784765613,2.3209571161720266,3.7808818960021715,2.894081415341954,1.813923048628706,13.108221978424165
OFDM,35.58016580695593,7.619874349504753,9.995171743262619,1.054966306839822,6.157083636407063,0.6238582370529158,55.62749879658683
QPSK,10.639009420483738,2.148669217772143,1.1153628013057038,1.8696813233436629,3.4722264257562045,1.2128823693447366,90.0
PM,7.587109474156345,2.36798041890553,2.1912735179757754,2.250432250062876,4.406459669936853,1.179704778576834,64.21089790528163
QAM,27.88200929866706,4.048082474732876,4.136558784542789,1.6883384115465647,5.49739695687831,0.44919948351975564,312.1838476024868
QPSK,15.382201018684754,3.06664709571921,1.4056452594472375,1.1691618938424202,3.9774565631838428,1.353317186666586,270.0
QAM,26.032454226840297,4.454522107119325,4.175148281566988,1.6949701331214757,5.030334056773178,0.9931996194094588,220.08299624918143
AM,5.555537777516664,2.6343821014532818,1.0136616854706095,0.9165810844120916,2.0578886334867343,0.19585831398302267,0.3238913777599506
PM,10.76488903139866,2.3551735866438883,2.214968115525209,1.4765793411061832,3.336574469699693,1.0045029240548358,45.65095475772534
8PSK,20.11093821472398,3.891035628986322,2.1603622175419783,1.5711991839629138,4.363431577789385,0.8394502362051601,180.0
FM,18.67979626730903,3.166211514559796,2.5770212671905024,3.116130703436622,3.1848990340741334,1.9158005902541428,25.779175633554303
OFDM,34.879906047049445,9.866936910140431,9.832552479217984,1.2476316430714387,5.6961039109546405,1.8433336113108276,347.9839995225987
OFDM,47.78024380221919,6.642534450474203,6.692095479004657,1.266772063623924,5.239061739094156,0.8454788370243164,38.30823464502406
FSK,6.389689918866246,2.9945951151197137,1.5718708018700007,3.8970406550278303,3.5667401312916494,1.2088355131619453,24.09641250500535
8PSK,19.111134169948485,3.8894255537166718,1.691853987941368,1.9833407684142266,3.741601276435763,1.3812821105324338,270.0
PM,11.07324416793066,1.7214458490916102,2.015308413741365,1.128189422072351,3.8942139743248454,1.2395811772217427,42.65819343719703
QPSK,18.43812863658306,2.92065810128553,1.2175879399316445,1.133778144993968,3.9533071675823725,0.5726655875811567,270.0
AM,4.860704546883362,2.0896021705521965,1.125643492412314,0.4317823869905717,2.477503542172048,0.18541714179613655,4.111443364799871
OFDM,34.34905864434472,7.466715518811926,7.5636697073646495,1.9764565294354102,6.909332713758138,1.700206374128114,86.99721149490667
FSK,12.16606298960031,2.2173227260529185,1.9016887117839507,2.8644621190090165,2.637231277581188,2.170584166037465,5.314910031794674
QPSK,16.87234343460683,2.6256683950484403,1.0609055432351826,1.7015652656029423,3.0098275525697877,0.9091825874584886,270.0
QPSK,13.040946359712837,3.623254028889707,1.2939167605049338,1.4463263599865612,3.727018527014134,1.1929202292247885,180.0
OFDM,32.08830738996236,8.275932777216491,8.125916985127283,1.4579632144895354,5.7935786508291685,1.1468157272964934,204.9472562885263
PM,9.74434914147174,2.3344414926744945,1.8689701041826914,2.7780012216293315,3.853957476618303,1.131722418326584,61.12487082688257
FSK,5.27081133670051,2.3985363169312732,1.9446673316162297,3.8592992154026566,2.686920078517491,2.048218742159402,6.317994158362529
OFDM,41.079589744401616,7.191819725267462,7.820302542081538,1.1635537945301873,5.608247698936072,1.4316594873653046,108.64802011001584
QPSK,16.284069576409898,2.877298036871969,1.0387569355541824,1.4995483352046712,3.764776242125089,0.7655575980124136,90.0
BPSK,3.2406380084620765,1.6389630219732845,1.0407236064455796,0.9350145943402234,2.4389826465011115,0.5272567701270279,180.0
FM,12.203273934375826,2.2064332977579992,2.377552753077993,3.4656273993207716,4.0483925421266145,2.333870835114434,20.685762794825973
BPSK,7.546892047298733,1.86799959189509,1.4140929346617264,1.1260547089808013,2.1129180749775105,0.2674382163056078,0.0
8PSK,16.35661467160378,3.5200960805048678,1.462069666862754,1.9429827840711358,4.110376059781692,1.5349737856829622,45.0
PM,12.359204063739488,2.187747203897811,1.9586617704920595,1.681923947285977,4.496508394896988,0.7635514794967778,46.74782824645618
QAM,26.54220462029013,5.996399815331236,2.2998401738800522,1.223009823533733,4.815791874743094,0.543447682134221,7.792402084914092
QAM,28.218393227529027,5.292619867314762,4.589368537492365,1.1283499266146948,5.300374332891307,0.9877378064208735,328.2546850342009
QPSK,15.883656892176568,2.4253285730226857,1.0970182182370896,1.064238575857126,3.592696066642878,1.3250353191428,0.0
FM,14.636220743434498,3.568542598613434,2.9203202945115354,2.825510337464204,3.7959206927615146,2.8629579851933613,23.529238692691393
AM,5.943134586763398,2.3236214571488496,1.8168902895041683,0.7996364513768681,3.399068515231048,0.22277242919249304,0.5709433790794372
BPSK,3.8767586176734556,1.6555099718461126,1.0198985636678262,1.097682335523459,3.3045438272774508,0.7344992889737803,180.0
8PSK,19.939791491401877,4.738704601984695,1.884191746901805,1.5010402369846034,4.072760532955087,0.837227146616871,0.0
FSK,7.431799802642259,2.6011412690827287,1.7887397259537405,2.2037575282791133,3.8666807520879365,2.266659755501742,24.000872545079346
QAM,25.140233698765098,5.211507461041869,4.527520636987541,1.5270501564925638,5.165067554881472,0.7786517406229121,271.1227849846827
QPSK,11.865900968731676,2.376464399538091,1.1842486515726742,1.0570023875519339,3.587798449371685,1.340348177588508,270.0
QPSK,10.490046449712736,3.1455405533738916,1.8194956853860522,1.3267388905686337,3.3496143988077223,1.0963464974967758,270.0
PM,7.604031087879084,3.595999095230475,2.0734310754576786,2.3738828700070207,4.339670611983709,1.1894171338713246,47.02787658249295
FM,16.76195746356539,3.7172002139649964,2.944098875791709,3.885041352648333,3.368202646721914,1.2113006908978614,42.51403886147031
QPSK,17.768937482048727,2.141582872022349,1.6603882523958253,1.8091948036567413,3.67283168992043,0.9972291950199957,270.0
QAM,26.40447273993253,4.628324127673944,5.831884265929816,1.0334235724355039,5.15958568766591,0.4165524829346605,256.3992738637771
FSK,7.353832618983576,2.488741622091516,2.872252424995317,2.4234287442959417,2.7163600316771555,2.18666988141024,17.515488308348274
FSK,6.466145571598423,2.791855786046079,1.8493187192277225,2.3135208573032786,3.525144122735906,1.9717900058813531,23.87068645905828
PM,14.116329137084755,3.8200355918234523,1.2481302281926139,1.0046468122638605,4.475896410213603,1.4061375361274795,33.326714142230486
8PSK,17.523227442637452,4.830579880758548,1.3188226778395162,1.8958157315601947,3.6034750636465844,1.3565627023996523,0.0
8PSK,17.230863345289748,4.09133732993727,1.8207701558981697,1.1902279308201376,4.020885782700679,1.169059744390119,90.0
QPSK,13.356824006428418,3.1491643951037593,1.5147842349331344,1.5132605045704421,3.1072223942084873,0.9234820092493328,270.0
QAM,28.400188319206983,5.0899645562000355,2.347131816259962,1.2368494705965463,4.329868053705463,0.3872305442323873,131.72374750241073
FM,16.77124263482564,3.3653423049255187,2.4431010225899894,2.7983041056119258,3.078012841525636,1.9111335639802176,45.63895538762815
PM,13.323910417019079,3.9790608574030704,1.2454243062074144,2.3835552782839646,4.011440360550036,1.4799554473582783,89.13604403716802
8PSK,16.318068298966793,4.774085488893924,1.3300297269853574,1.223612619792665,4.3570969396099155,1.5171070991667612,135.0
8PSK,17.177487048340218,3.1566033409591148,1.6881181904267932,1.098344921590213,3.9492745469566497,1.6404971985130108,180.0
OFDM,42.482268400913085,7.89630505643143,9.502740510344424,1.2714308642760532,5.0074048136648335,0.7438418088971226,125.8282084209833
QPSK,17.193881555748202,2.0562430125558473,1.3753213457730138,1.6267533485423313,3.1460965655413204,1.3230035744469348,270.0
PM,9.051971425753297,2.990108988694118,1.1611758289433622,1.0338255998432146,4.364346641070451,0.7696300087671828,79.18062016682754
OFDM,46.10992092064488,6.3071827371469364,7.654824127640122,1.678887337188785,5.47359517091236,0.62594384517009,277.20764224409834
BPSK,3.9502209716993075,1.9774381842040123,1.4821766170179933,0.663728957879171,2.4491346872046598,0.2600929985040602,180.0
PM,7.037554858499437,2.1516541370823417,1.1387928315500786,1.7988645580617089,3.6283938359061283,1.0145617903482984,72.53785602742664
8PSK,24.861767972836947,4.641698018526258,1.3377727629411034,1.0700686957211896,3.556625557377558,0.8203781495055338,135.0
FM,12.437082119043428,2.6117896265230396,2.224701968348249,2.1895492905806795,4.2222830464224925,2.9674700673515155,24.432252455120103
FM,16.37302156538024,2.1413932163687326,2.042310281644435,3.6043983988435775,4.992448986089277,1.9490671252448815,42.642270284572945
BPSK,5.413388368299119,1.3902955472127705,1.4455108414836058,1.313608813367356,3.0724292353276654,0.34927823825188875,180.0
FM,11.443120436874816,2.187118813824671,1.5250073258994497,4.620602792735644,3.4729498244773893,1.423013498563536,39.44141601704262
FSK,13.819755551406075,3.4181684845648066,1.7885195447308726,3.434745548125947,3.496509049908523,1.6463911264469444,5.477479983843146
PM,5.086190025917803,1.5499323314450704,1.8799026061068407,1.9107898104958816,3.7770230233627795,0.5074631404172194,55.36119717944554
OFDM,32.9103460077485,9.511913529998637,7.076758957893221,1.9822560609366149,5.765806028074492,0.7668260881017495,126.61924008443482
BPSK,8.809577152487105,1.4156277820291552,1.1291502145637962,1.3670116069106004,3.0039024376262526,0.46885129236984596,0.0
FM,12.042564679363963,3.253605260129688,2.038113765814333,4.986935530023048,3.9603670305237757,1.9717712123792264,32.63407149642688
AM,5.606877315062689,2.808905623124988,1.0007477083705312,0.675309113182041,3.438601218050227,0.34749879298304254,0.8167976486635398
QPSK,18.317246313050894,2.926398872617841,1.4868282119412368,1.9348930465545084,3.6370858888547155,1.3986677015526638,270.0
8PSK,16.49436258518294,4.859871188148171,1.550446138801046,1.181631421878822,3.8023957403039224,0.7508025896889422,135.0
FM,18.531281719102367,3.8671609120133787,2.8989033112554656,2.37569007688624,3.764107765022114,1.0564575193014127,44.20661379885891
8PSK,17.854040684634224,4.171616788430489,1.1313788392827928,1.9658366688075835,3.674784987883366,1.3480303180552142,90.0
OFDM,44.351227652970714,9.107285468961123,8.69367891564573,1.6144994602551925,6.784938187904023,0.6179400664846371,119.12931568087026
FSK,8.893897796668735,2.9652253984807975,2.5270877458215066,2.4241624749547555,2.858496520317327,1.5656699326189443,15.278181956484481
OFDM,30.393029654936957,9.517572227228783,9.862439325523535,1.341570387031568,5.677013758850945,0.5106377191615565,244.89024779893467
PM,9.079378183678411,3.9506530195412477,1.9751698351288205,2.4840449037595205,3.0472695646233174,0.6216052593480571,67.9851075897743
FM,13.68725155470846,3.5394628365937604,2.716402789008916,3.201069880519492,4.894305872012709,1.8129254359041445,40.873441409204396
QAM,20.806697673911774,5.344696535285729,4.756725641710067,1.3414694066084425,4.431219530486089,0.8695971895301156,78.15716260916052
QPSK,19.682088408629056,2.2957048757247676,1.9408762674947089,1.1828930530686685,3.5674432080232297,0.8770077119587446,180.0
AM,3.820626087005811,1.7993160041715073,1.9828601178554206,0.6291763129507786,3.0052602312425067,0.20311139528159652,7.013635603104414
PM,5.495126297022935,2.9983964678395068,1.512511860727681,2.906632744401921,4.354786036084178,1.2137062586767073,79.08873486766808
QAM,26.844353610693076,5.006440829717269,5.060595399445056,1.4852906340617154,4.298763272452864,0.7537798678544754,62.059090357859844
PM,11.131162390692415,1.8930097088923856,2.4435070862218105,2.036730926670641,3.1093476778074827,1.1268329044150671,45.19193442076862
QPSK,18.178220735661906,3.957894711709324,1.5018695310245036,1.454956879727737,3.7534756054464804,0.6324706563419266,90.0
QAM,25.46247600130851,4.178946245620774,3.6719363420276543,1.853284798567202,5.71230724398932,0.3694663654437767,32.65951778921911
FSK,5.790760209766481,2.3950057793990163,1.6528376309573292,2.031840534525597,3.4242744478188962,2.449078242204245,27.571700585803754
QAM,20.966405841648715,4.5483280753446005,3.280226907541164,1.7631500577455612,5.604498358470228,0.5695742860929442,150.43823878233948
BPSK,3.889773436069168,1.4275418553597121,1.080430146742549,1.2003478888665695,3.1383022016269244,0.2634779121636794,0.0
AM,5.443875168077751,2.872326083101993,1.5135178667417701,0.9602233788891257,3.0713779409120594,0.2576761978399632,8.482031285528954
8PSK,18.409665634624847,4.610932566081173,1.406333474935159,1.055432988941234,4.054187651004791,1.2879023248948145,315.0
QPSK,15.72772509737109,2.4766744212559937,1.7939550847155905,1.4864827657324229,3.33404554841996,0.6068209929639906,90.0
FSK,14.492811717559837,2.110199373639053,1.7532889340505529,2.9213455833099866,2.960631615040373,1.2457070253525524,13.078630431985431
FSK,5.820107412081876,2.0969861961499268,2.5085427868982917,2.6575202551089,2.917168251330705,1.4397657477595445,17.437910671860838
QAM,27.31010349139483,4.153244803984405,4.65613213244527,1.2375600145677699,4.9785585221032065,0.5002629454218824,260.1967233638864
BPSK,4.434854629781375,1.7419953911261723,1.0261395516343799,1.3525426448755002,2.2972945796325024,0.7246388190249986,180.0
FSK,6.889856599711751,2.0635947007929847,1.9012905453725135,3.0384139492069204,2.851555136016813,1.360636433622049,8.092271265344017
QPSK,17.347592888493786,2.6430660176766816,1.034650709814017,1.1272248869370107,3.914694560337057,0.993543659589453,180.0
FSK,7.6504728740928325,2.8441190053234706,1.5780356325441702,2.2272920773934386,2.50587756242664,2.4992988853775753,25.056842428686945
8PSK,20.097260752881798,3.60013416581088,1.181517141355211,1.2846747388464637,3.875971221929139,1.456310096980294,45.0
FM,16.205568470234585,3.2767001302614616,2.5490771114810507,2.336035139204617,4.69892885985711,2.0656942645665195,28.852871764202735
FM,11.084003727166227,3.75186604437241,2.6747400435418545,2.5043542927931752,4.0245211277525215,1.9747496158424898,35.003662107461146
PM,6.748839361948626,3.181610858816975,1.2600940993091791,2.449573949916772,3.758030502356739,1.1799717100893763,42.172390554854076
PM,11.656505006259597,2.733699995182194,2.3847609829288974,1.0317036844637526,4.094885278928732,1.388746516813813,33.700475017257446
FSK,9.074078813546855,3.473138981558653,1.5838895251923386,2.2843627527747032,2.579238840862904,2.0135935534770883,6.362731935342989
FM,18.855594435856315,2.0200208211182726,2.823613779665683,3.7150366350492154,3.663315688354035,2.4461142509206595,30.31008607450657
8PSK,16.101422829189666,3.7790320518908174,1.289277215028084,1.0156959055962798,3.860099630782113,0.7898221294256047,90.0
FM,10.925166211830945,2.2018832511127977,1.7985169416227824,4.999547733459201,3.0043682857144978,2.2773452722408107,15.649747921062293
FM,18.421937308731145,2.418612151668417,1.608783475431722,4.109840162126751,3.8050527109802843,2.840080105091807,36.01020284374646
PM,12.672791775156302,3.816663884717175,1.7255362347201908,1.6311069488862218,4.18341768590239,1.1817854977884545,83.32514902501634
BPSK,5.806792286818462,1.3507097879920842,1.3864200417132517,1.303170511632731,2.230119323583632,0.41993071242753577,0.0
OFDM,45.6114545164188,7.446429273701558,7.625674164008551,1.8093695444369458,5.758566783455089,0.5708373147421322,63.51831736932611
QPSK,19.859341686249177,3.5613641493757244,1.390238549583995,1.5785639322793545,3.911341816216409,1.054099280395826,180.0
QAM,21.5915908399383,4.70830839351899,3.677925940359279,1.3906935371009488,5.331661655303725,0.45085900028343817,79.58575901303706
PM,12.405095212183186,3.3923171128175342,1.9100743029550058,1.3335746703673483,4.196130830912496,1.2201113335149456,35.168146292942176
PM,13.918731300084099,2.2179119128263936,1.4916208388441923,1.2312112212230244,3.5829464184106543,0.5372217045693292,85.05604177571402
AM,5.648469488035481,1.9459811873963053,1.519685031150377,0.3524608372137551,2.9240786856791114,0.4612111493971247,0.5085342363582113
QPSK,10.973767291080042,2.6061315223502035,1.6382244150406113,1.3500068684731787,3.9283725519807917,0.5656260881778176,0.0
FM,19.61612758433283,3.550163600678238,2.4329051006350637,3.8203786874640104,4.698939803167325,2.0824075315425965,42.15439544995291
AM,5.140822098790414,1.415022990769758,1.5688127364338729,0.8941785222440739,2.8642324736038587,0.4866363080893267,4.52215100101718
FSK,12.44596975963076,3.4288643591359618,2.5768058708278927,3.98525109690574,3.5475069569191042,1.5819328118506257,21.801313512634046
FSK,8.717269846164605,1.535427701218778,2.5547996771632304,2.0434001905510835,3.4467821170901067,1.4127014353653216,19.140088193701082
BPSK,5.633333281387355,1.36734051527728,1.2629732884507296,1.3087994445011506,2.542652467883849,0.514552832322642,180.0
QPSK,12.69439446303655,2.555045609804785,1.9334131270234547,1.7235345733310887,3.5771866762233087,1.147720054420612,90.0
QPSK,16.181029655616967,3.019017746448404,1.5457496797794357,1.3594238268308172,3.081473897712942,0.6933392336120522,0.0
OFDM,38.17399124541868,7.866732623323457,6.210839159413756,1.0375662295439807,6.434362894093516,1.307141996181667,183.134154317856
8PSK,16.257059065121158,3.828868093936663,1.9149334263269202,1.900312239574491,4.164817990716271,0.8052195552381697,135.0
QPSK,18.245170697999292,2.8354171339459517,1.0730850910261502,1.2736663849214578,3.980005463196817,1.096258575232702,0.0
8PSK,20.18205732182521,3.0750573150636065,1.6830762545097375,1.9207708496360754,4.468419130500408,1.240552675388924,0.0
FM,19.450170942484938,3.34721966399339,1.5973489193076142,3.3971767330024925,3.480490036928608,1.9396086428973631,28.21862288025447
FSK,10.037194345899563,3.160405768691524,2.4960183421014035,2.6767357318504317,3.903284534138286,2.385869842623937,10.23370998460247
8PSK,22.413087083507623,4.655220522698307,2.161437479141626,1.8898363940883107,4.100534768206415,1.2300523392123808,0.0
PM,7.466564468447778,2.649036879332316,1.9427558501253517,2.1145036666368213,4.113953984522536,0.7797669308870409,63.89715645914839
FSK,9.13665523583207,3.000321665909202,2.540101280143566,3.981285474344358,2.916836688981634,1.8476460889261728,13.238260344349918
8PSK,24.187473048042513,3.880748446050421,1.6585358311156142,1.796285682942801,4.083067684422144,1.6602180723828246,315.0
PM,10.22709454067601,1.5589799194519895,1.6205993463704949,1.5984968385203209,4.122158501831234,0.7082776751535458,42.31320523764431
8PSK,18.960544774354666,3.398313795194134,1.5097530175976943,1.3855525014916692,4.415416201466703,1.461934375743097,315.0
QPSK,19.88370566721571,2.9305550625518464,1.0582378308202753,1.262274321814985,3.4360704802193127,0.6569026241461201,90.0
FSK,12.844056656084,2.4857925711692053,1.7713117866380046,3.469523622710689,2.8782159337584154,1.8380533916484556,6.88833172892269
QPSK,15.62144753827585,3.10540778009108,1.114741958338192,1.1261376580161522,3.5295336150224577,0.7688615449790066,270.0
FSK,12.228392039002124,1.56497319338033,2.392915261656082,3.0783875882546288,3.9532220358667067,1.829477081151934,6.590035909444934
QPSK,16.039204436622274,2.0991870164401725,1.094680990504795,1.0328566977403963,3.4991698332626617,1.1006066291871826,90.0
OFDM,44.42448934997833,6.921580286058258,8.740805815079465,1.9818971400352456,6.382211740107702,1.8247895793854128,341.35146242750426
PM,13.114659391516817,1.6383995423460238,1.8071815150597197,1.1411001274197892,4.401049486695959,1.2663512805573902,69.47699467227554
QPSK,17.964517695378092,3.0941259818368843,1.649952098165889,1.7537682020450522,3.6220091888089807,1.0400793219221958,270.0
BPSK,8.092941248025404,1.6298724001831788,1.1798947066909649,0.9058120922002716,3.4556578233261463,0.26743155937491553,180.0
FM,14.924017592043358,3.6734593722875717,1.745513495594592,2.8308638543738294,3.131596435590478,2.4119705321016367,19.528377419024643
AM,5.898064377390625,1.2612687631147195,1.3718367845664194,0.22067117777600898,2.443558983867093,0.41218845535206194,2.0117523228887944
AM,5.950161661381718,2.68221461787774,1.0359657562134128,0.7267196763016335,2.5735337551157675,0.32384674225788956,2.7934519093122656
PM,11.831755632398181,1.630832143251657,2.1742729269799863,2.691021621681121,4.198623218657932,1.0084790353080262,43.9741103189689
FM,12.094176708218543,3.074166911180207,2.605828835356957,3.8819424110307876,3.943397533782419,2.9195675728754296,37.046293338137815
BPSK,9.989925646099401,1.024817211445149,1.4176220300794329,0.8653668415506528,3.262423189636723,0.5327722947266871,180.0
FSK,8.261060566387934,1.940875769785228,2.887932292189733,3.735933284004262,3.2495248454243564,1.2797470368290285,22.864058652328907
QAM,21.884998527955613,5.609933667763371,5.869312445413879,1.2685989329145975,4.989651903201093,0.36028127735446164,201.28919632666862
PM,7.406815897258854,3.359006293901544,2.1254077442076573,1.6345779675518106,3.72557074858607,0.794603332940456,45.5223042194572
OFDM,44.26028583723482,7.465145544826089,6.211743742275273,1.7549325397850504,6.910350320956265,0.8602273940330213,116.46886094533365
OFDM,38.06728610052706,8.705888573969645,6.759731064921437,1.8187468103841917,5.2333782398718,1.4840020319796638,122.81375729508589
8PSK,20.4976455126602,3.9047060769574324,1.2033068825118964,1.6368214642843528,4.474769843420413,1.525603424907015,315.0
QAM,23.76229378361191,5.851166018380543,4.012174990228086,1.662111825808179,5.825198691182781,0.9116562832939163,180.65533519458396
QPSK,14.10303721872662,2.941401998982123,1.049148390345177,1.191062139346358,3.7905136075336476,0.9539588330478598,270.0
PM,8.840190739649582,3.6359987833142005,2.1234985261074355,1.5446307943621655,3.17625276031856,0.7519982216440717,85.24538706328403
AM,4.339063738289778,2.1013809829412935,1.9444636878820378,0.36982201222841155,3.0402696955693695,0.2898884508512852,2.5839264787037006
QPSK,18.99600594763236,3.5638651595764177,1.1953589608486084,1.0867486355013816,3.6054444853053425,0.5570947605098839,0.0
QPSK,15.304242203272427,3.325571465487327,1.590170773649744,1.4227025695271727,3.2008771801402283,0.8057021358104886,90.0
QPSK,14.850729091426954,3.0816541279430796,1.8183606413952167,1.171678195043217,3.8078314518266225,1.1928784276966522,90.0
FM,16.99527870402572,2.8240354779033128,1.7075963789521869,3.997295720796102,4.049344613371245,2.278749601085551,23.5199512411396
8PSK,17.55872540812213,3.8141535587579605,1.813217849341238,1.2267342268983614,4.101981352974453,1.3974478281643061,315.0
QAM,27.243863559980447,4.379111017073881,5.5689516621524255,1.4309413365183268,4.3960060606151075,0.6066152574452305,147.14775461107004
FM,12.393698363420462,2.835937016027774,1.876788006906701,2.9617027580494972,3.269956972143284,1.592353531117997,32.891352581680046
AM,5.425073467494221,1.776116948521914,1.7959650896006076,0.44460490200989977,2.1456905950903993,0.4730558775199717,3.9455112928137313
AM,3.390953964273873,1.6912540740723179,1.807702369044057,0.3970785977938415,2.126506817797359,0.15268381408254206,8.587449685295802
FSK,10.231580008059826,3.248950206567285,1.5651500358534562,2.5220567830716965,3.8136438082887327,2.178049413291543,5.441129004465147
BPSK,6.707008764988724,1.4008821351279104,1.148696666030995,1.181724850412342,2.311685697057131,0.6793691372430237,180.0
PM,8.588686909938588,3.025108363644379,1.5737266908738916,1.6090463783027666,3.037289273873691,0.5039141057353906,43.63246066992026
QPSK,14.593460101728226,3.635926988698307,1.9299217631456647,1.5450834128598903,3.6614662053236517,1.4032736222389142,270.0
OFDM,34.6415715573233,8.835600025006329,9.294977847649198,1.857029028330578,5.830214353709865,0.6340098534378003,157.60133182786316
8PSK,19.686018101215097,4.18260229784649,2.0642090833979285,1.8888550983934196,4.245733733681359,0.7351569920485014,315.0
QPSK,13.373590783572796,2.1794018380296913,1.9615437228811095,1.8072616493262506,3.45963275435646,0.7236025483236711,0.0
FSK,6.550086674167545,2.828901314186519,2.5631988973592312,2.355759590921257,3.8327999327867275,1.7744801984726037,8.571147689798092
PM,12.899745000167728,3.098238681663644,2.28019832980383,2.4747459440613424,4.323308605840486,0.9338880484854795,74.85582768596655
PM,9.078942367801904,2.218506334613706,1.8368187753668284,1.6086151836417286,3.1296862606802285,0.5014283430791767,56.97500117521574
OFDM,33.551158394264455,9.660668551898219,7.860821732486684,1.0631882792745162,6.196374999877057,1.4027395229495718,23.220273127162248
FM,17.92840045273527,3.8115135812728957,2.962630754561522,2.696868962289358,4.762595091228183,1.656510178554674,14.513621780675376
QAM,26.361056346436186,4.329461792162124,3.71932503005201,1.2872576948770678,5.473589137420394,0.6173913614369876,356.1407802382986
8PSK,18.550152661362468,3.963800334219955,1.603760265697984,1.3159358223856368,4.229240249097568,1.5747470734889748,0.0
FM,18.05093376799526,3.701160394613199,2.325817950929993,4.477664679280444,3.6070078182959042,1.7969575242184288,22.67652055274177
AM,3.7639850592973403,2.9963901089555716,1.1879259578737953,0.3184478075910637,2.1973704555198412,0.33192213806671844,6.278638260021014
PM,10.354133355114676,3.4709988273622816,2.2271562524826223,2.9158241514312966,4.236401978884311,1.0648414367174266,40.77941795021076
QPSK,10.520724062212697,2.025643299021212,1.795544391926648,1.4771463759890493,3.130881138553576,0.7355659345945013,90.0
OFDM,41.95226381864921,9.23770995385126,9.200610593567003,1.9321290997806528,6.540457531299746,1.6215507710196344,84.27695938943062
FM,15.175994650538076,2.2488684158935106,2.943293814416987,2.8697742878990855,4.705888406768587,1.7752492504049187,22.927769994295097
BPSK,4.095704493910189,1.3666377000964565,1.309560700023348,0.6593948847714022,3.452033258068608,0.7488495972365963,0.0
FM,11.211554612609854,2.1708169656165306,2.8641654960549467,2.5808714293863826,3.8325698570887097,1.897702731304006,33.9604417685427
QAM,22.26758617400516,5.862980773837852,5.633640429074278,1.7812906474056922,4.038802491236431,0.5289047379472714,226.06514472344682
OFDM,48.19173390107555,8.535557847329768,6.287626869265782,1.909005588835703,6.915533316352445,0.6165686275875882,191.64968455007337
8PSK,22.151367768111754,3.6299041238375187,1.3676785580343496,1.1522902470676553,3.76397551970983,1.1275075575926494,270.0
BPSK,5.3541566608962485,1.3286043394798428,1.142456626276218,0.978283667511043,2.270955046911973,0.49137844041927536,180.0
BPSK,8.370633759114561,1.2058873107665993,1.1608431843506546,0.9654869724396994,3.414793774540176,0.7590388548522948,180.0
AM,3.448198165361317,2.019970158626994,1.4605825506946666,0.9206081299605859,3.8600107555821452,0.25342695640291685,4.917379430189895
QPSK,11.116359293960617,2.2308059186288163,1.8015394607190753,1.5293906213475335,3.481589140219363,1.180566841360715,270.0
